Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000266034	ENST00000578381	RHEBP2	HG1211_PATCH	48201651	48202250
ENSG00000265018	ENST00000585227	CTGLF12P	HG1211_PATCH	48424102	48445940
ENSG00000265018	ENST00000582299	CTGLF12P	HG1211_PATCH	48424102	48445940
ENSG00000270025	ENST00000602440	BMS1P7	HG1211_PATCH	48462448	48474245
ENSG00000267930	ENST00000595650	RPS26P8	HG1146_PATCH	43759014	43759454
ENSG00000267930	ENST00000596871	RPS26P8	HG1146_PATCH	43759014	43759454
ENSG00000268284	ENST00000598176	RP11-707O23.5	HG1146_PATCH	43765668	43767139
ENSG00000268986	ENST00000600754	AC225613.8	HG1146_PATCH	43781090	43782161
ENSG00000262388	ENST00000575552	AC138783.13	HG1257_PATCH	74429911	74430016
ENSG00000262960	ENST00000576438	NCF1C	HG1257_PATCH	74621596	74637001
ENSG00000262960	ENST00000575773	NCF1C	HG1257_PATCH	74621596	74637001
ENSG00000262960	ENST00000570860	NCF1C	HG1257_PATCH	74621596	74637001
ENSG00000262960	ENST00000576578	NCF1C	HG1257_PATCH	74621596	74637001
ENSG00000262648	ENST00000574228	PHBP15	HG1257_PATCH	74668898	74669562
ENSG00000261875	ENST00000572055	AC006014.8	HG1257_PATCH	74856912	74860391
ENSG00000261875	ENST00000576791	AC006014.8	HG1257_PATCH	74856912	74860391
ENSG00000263044	ENST00000573093	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000577117	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000576264	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000577077	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000571268	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000576327	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000572051	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000574124	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000263044	ENST00000572978	NSUN5P1	HG1257_PATCH	74875279	74881744
ENSG00000262760	ENST00000576770	AC006014.7	HG1257_PATCH	74939664	74951065
ENSG00000262834	ENST00000571270	AC018720.10	HG1257_PATCH	74959038	74969261
ENSG00000262834	ENST00000574610	AC018720.10	HG1257_PATCH	74959038	74969261
ENSG00000261876	ENST00000571823	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000575819	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000572963	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000574646	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000572421	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000577072	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000575940	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000571892	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000574783	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000575789	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000261876	ENST00000573362	PMS2P3	HG1257_PATCH	74967887	74993105
ENSG00000263104	ENST00000575776	AC005102.1	HG1257_PATCH	75300620	75301098
ENSG00000262650	ENST00000574409	RPL7L1P3	HG1257_PATCH	75387712	75388400
ENSG00000262309	ENST00000574312	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000573241	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000571773	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000574280	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000571069	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000570442	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000575046	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000575762	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000575339	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000574131	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000573010	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000573806	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000575072	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000573199	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000577071	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000570437	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000262309	ENST00000576563	TMEM120A	HG1257_PATCH	75451794	75459616
ENSG00000263227	ENST00000575681	AC005077.14	HG1257_PATCH	75536426	75539920
ENSG00000262876	ENST00000576405	AC005077.12	HG1257_PATCH	75555388	75573736
ENSG00000262876	ENST00000573467	AC005077.12	HG1257_PATCH	75555388	75573736
ENSG00000262270	ENST00000576959	AC005077.9	HG1257_PATCH	75573391	75573720
ENSG00000261851	ENST00000570615	AC005077.8	HG1257_PATCH	75577983	75578357
ENSG00000262711	ENST00000571985	AC005077.7	HG1257_PATCH	75582682	75597144
ENSG00000262751	ENST00000573825	AC005077.5	HG1257_PATCH	75638690	75642162
ENSG00000262751	ENST00000572296	AC005077.5	HG1257_PATCH	75638690	75642162
ENSG00000269731	ENST00000597090	LA16c-13E4.3	HG1486_PATCH	16680767	16687245
ENSG00000267966	ENST00000601819	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000600385	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000598844	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000597890	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000601035	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000595106	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000596444	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000267966	ENST00000602266	RPL23AP82	HG497_PATCH	51195376	51239737
ENSG00000268420	ENST00000599331	RP6-99M1.1	HG1435_PATCH	45589997	45590933
ENSG00000267928	ENST00000597516	HMGB1P16	HG1423_PATCH	36229213	36229752
ENSG00000269029	ENST00000596127	RP5-1158E12.2	HG1435_PATCH	45772363	45773116
ENSG00000268183	ENST00000601254	ABCD1P4	HG1488_PATCH	16904970	16908163
ENSG00000268753	ENST00000594487	LA16c-4G1.4	HG1487_PATCH	16109235	16109355
ENSG00000267949	ENST00000551924	LA16c-4G1.5	HG1487_PATCH	16117432	16118009
ENSG00000269453	ENST00000593898	RPS15AP40	HG1423_PATCH	36392910	36393300
ENSG00000268258	ENST00000598521	RP11-492O8.1	HG1423_PATCH	36738035	36738338
ENSG00000269062	ENST00000600717	BX842568.1	HG1423_PATCH	36976030	36976256
ENSG00000259927	ENST00000561939	RPL7P3	HG506_HG507_HG1000_PATCH	61147727	61148440
ENSG00000268867	ENST00000601591	BX842568.2	HG1423_PATCH	36980313	36981542
ENSG00000268502	ENST00000601690	BX842568.4	HG1423_PATCH	37003640	37004210
ENSG00000268451	ENST00000598470	FTH1P18	HG1423_PATCH	37061140	37061694
ENSG00000268451	ENST00000597677	FTH1P18	HG1423_PATCH	37061140	37061694
ENSG00000269664	ENST00000594832	RP11-31H15.2	HG1423_PATCH	37095968	37096518
ENSG00000269687	ENST00000597300	RP11-995C19.2	HG1146_PATCH	44069223	44074616
ENSG00000267803	ENST00000600300	AC244161.1	HG1146_PATCH	43846595	43847666
ENSG00000269513	ENST00000594048	AC139677.11	HG1146_PATCH	44039070	44041322
ENSG00000267945	ENST00000600279	AC139677.8	HG1146_PATCH	44054525	44055596
ENSG00000269348	ENST00000600185	MOB1AP2	HG1424_PATCH	37151230	37152289
ENSG00000268169	ENST00000594789	RP11-357K9.2	HG1424_PATCH	37301585	37302130
ENSG00000267902	ENST00000595768	FTH1P19	HG1424_PATCH	37352083	37352610
ENSG00000269704	ENST00000594547	FTH1P27	HG1424_PATCH	37365372	37365922
ENSG00000268437	ENST00000600488	FAM47DP	HG1424_PATCH	37401139	37405324
ENSG00000269212	ENST00000598528	AC000081.2	HG329_PATCH	19225956	19226252
ENSG00000268638	ENST00000594775	KRT18P62	HG329_PATCH	19245033	19246319
ENSG00000269426	ENST00000599943	H3F3AP5	HG1433_PATCH	50648438	50648866
ENSG00000269426	ENST00000601145	H3F3AP5	HG1433_PATCH	50648438	50648866
ENSG00000269669	ENST00000599332	HMGB1P15	HG1433_PATCH	50674114	50674548
ENSG00000267836	ENST00000597358	RP11-104D21.1	HG1433_PATCH	50773422	50774357
ENSG00000268011	ENST00000600914	RP11-104D21.2	HG1433_PATCH	50825818	50834228
ENSG00000269644	ENST00000601998	RP13-346H10.2	HG1433_PATCH	50905864	50906677
ENSG00000269607	ENST00000596588	CENPVP3	HG1433_PATCH	51361109	51361594
ENSG00000268077	ENST00000593813	CENPVP1	HG1433_PATCH	51453791	51455131
ENSG00000268077	ENST00000602378	CENPVP1	HG1433_PATCH	51453791	51455131
ENSG00000268910	ENST00000594840	RP11-22B10.3	HG1433_PATCH	51599968	51601066
ENSG00000269088	ENST00000601132	RP11-234P3.2	HG1433_PATCH	51646338	51646850
ENSG00000269362	ENST00000596268	IPO7P1	HG1433_PATCH	51664864	51665499
ENSG00000268585	ENST00000597708	RP11-234P3.4	HG1433_PATCH	51666552	51666740
ENSG00000269527	ENST00000594071	TPMTP3	HG1433_PATCH	51722223	51723012
ENSG00000268023	ENST00000601969	CBX1P1	HG1437_PATCH	62518717	62519143
ENSG00000268023	ENST00000600622	CBX1P1	HG1437_PATCH	62518717	62519143
ENSG00000267975	ENST00000595216	BTF3P8	HG1437_PATCH	62986345	62986870
ENSG00000268086	ENST00000595887	RP1-172N19.3	HG1438_PATCH	71880320	71880569
ENSG00000268356	ENST00000598524	RP1-172N19.4	HG1438_PATCH	71947827	71948671
ENSG00000268347	ENST00000596317	CTD-2267G17.2	HG1433_PATCH	52125053	52128614
ENSG00000268572	ENST00000599336	RP11-204I15.1	HG1433_PATCH	52191587	52194138
ENSG00000268905	ENST00000595119	RBM22P10	HG1433_PATCH	52228046	52228916
ENSG00000268934	ENST00000594980	RBM22P7	HG1433_PATCH	52252903	52253164
ENSG00000268071	ENST00000600184	RBM22P6	HG1433_PATCH	52269974	52270838
ENSG00000268054	ENST00000594556	RP13-34L8.7	HG1433_PATCH	52288151	52290695
ENSG00000268776	ENST00000594631	RP13-34L8.8	HG1433_PATCH	52304769	52305301
ENSG00000269726	ENST00000593529	RP11-552J9.1	HG1433_PATCH	52326989	52329312
ENSG00000269530	ENST00000600680	SSXP4	HG1433_PATCH	52341494	52346289
ENSG00000269544	ENST00000601233	SSXP1	HG1433_PATCH	52349532	52354758
ENSG00000269544	ENST00000596656	SSXP1	HG1433_PATCH	52349532	52354758
ENSG00000269780	ENST00000593295	RP11-552J9.6	HG1433_PATCH	52355656	52356523
ENSG00000267833	ENST00000597472	SSX8	HG1433_PATCH	52365935	52376948
ENSG00000267833	ENST00000600876	SSX8	HG1433_PATCH	52365935	52376948
ENSG00000267833	ENST00000600526	SSX8	HG1433_PATCH	52365935	52376948
ENSG00000268448	ENST00000599929	RP11-552J9.9	HG1433_PATCH	52398207	52400254
ENSG00000268534	ENST00000596744	SSXP5	HG1433_PATCH	52415718	52420051
ENSG00000268775	ENST00000594937	RP11-552J9.11	HG1433_PATCH	52430363	52430633
ENSG00000268114	ENST00000593488	RP11-552J9.15	HG1433_PATCH	52450602	52452933
ENSG00000269868	ENST00000597732	RP11-552J9.14	HG1433_PATCH	52465319	52465525
ENSG00000269281	ENST00000599675	RP13-77O11.7	HG1433_PATCH	52513808	52514078
ENSG00000268494	ENST00000598439	RP13-77O11.8	HG1433_PATCH	52524452	52528786
ENSG00000269128	ENST00000601789	RP13-77O11.12	HG1433_PATCH	52544400	52544529
ENSG00000268247	ENST00000596449	RP13-77O11.11	HG1433_PATCH	52567267	52572267
ENSG00000268247	ENST00000593508	RP13-77O11.11	HG1433_PATCH	52567267	52572267
ENSG00000268247	ENST00000597362	RP13-77O11.11	HG1433_PATCH	52567267	52572267
ENSG00000269819	ENST00000593707	EIF4A2P4	HG1433_PATCH	52575704	52576899
ENSG00000270278	ENST00000603637	RP1-290F12.3	HG1433_PATCH	52808053	52808548
ENSG00000269239	ENST00000599983	RP11-236P24.1	HG1433_PATCH	52856018	52856274
ENSG00000272242	ENST00000606633	ACTG1P10	HG1433_PATCH	52885832	52886913
ENSG00000267944	ENST00000599982	RP11-258C19.4	HG1433_PATCH	52907391	52907557
ENSG00000269164	ENST00000595738	RP6-29D12.4	HG1433_PATCH	53065990	53066822
ENSG00000269024	ENST00000597048	RP6-29D12.3	HG1433_PATCH	53080783	53080973
ENSG00000269844	ENST00000599512	RP6-29D12.2	HG1433_PATCH	53083986	53084505
ENSG00000268780	ENST00000595827	RP3-339A18.3	HG1433_PATCH	53199273	53200029
ENSG00000269004	ENST00000594532	RP11-272G22.1	HG1433_PATCH	53502026	53502204
ENSG00000268319	ENST00000594132	RP11-272G22.2	HG1433_PATCH	53511986	53512219
ENSG00000268692	ENST00000601381	RP11-272G22.3	HG1433_PATCH	53550776	53551623
ENSG00000268726	ENST00000597201	RP13-444K19.1	HG1433_PATCH	53568887	53569309
ENSG00000268270	ENST00000596485	RP11-161N3.3	HG1433_PATCH	53890372	53890659
ENSG00000268806	ENST00000602081	RPL7AP71	HG1433_PATCH	53966324	53967062
ENSG00000268918	ENST00000594758	RP5-1170D6.1	HG1434_PATCH	112765709	112766221
ENSG00000268918	ENST00000594040	RP5-1170D6.1	HG1434_PATCH	112765709	112766221
ENSG00000271703	ENST00000603369	QTRT1P1	HG1434_PATCH	113125817	113126894
ENSG00000267832	ENST00000598021	NANOGNBP3	HG1439_PATCH	100592713	100593277
ENSG00000268820	ENST00000595353	RPL21P132	HG1439_PATCH	100594905	100595922
ENSG00000267817	ENST00000600471	RP1-164F3.8	HG1439_PATCH	100698695	100699091
ENSG00000268633	ENST00000595351	RP3-514P16.1	HG1439_PATCH	100792472	100794263
ENSG00000268935	ENST00000595488	RP4-545K15.3	HG1439_PATCH	100852497	100853658
ENSG00000268935	ENST00000602343	RP4-545K15.3	HG1439_PATCH	100852497	100853658
ENSG00000269817	ENST00000595365	TCP11X3P	HG1440_PATCH	101428072	101439993
ENSG00000269817	ENST00000597290	TCP11X3P	HG1440_PATCH	101428072	101439993
ENSG00000268294	ENST00000599869	RP11-353J17.3	HG1440_PATCH	101680400	101683046
ENSG00000268198	ENST00000599585	GHc-602D8.2	HG1439_PATCH	100938767	100939436
ENSG00000267866	ENST00000593938	RP3-481A17.1	HG1425_PATCH	75249730	75250165
ENSG00000268539	ENST00000595989	RP11-322A17.1	HG1425_PATCH	75442472	75442932
ENSG00000268019	ENST00000598795	LDHBP2	HG1425_PATCH	75554676	75555680
ENSG00000267862	ENST00000595852	RP1-279N11.1	HG1425_PATCH	75875333	75876394
ENSG00000268005	ENST00000594502	BX682235.1	HG1425_PATCH	76594047	76601154
ENSG00000268558	ENST00000599162	RP11-370B6.1	HG1441_PATCH	103159251	103159683
ENSG00000269822	ENST00000595150	LL0XNC01-116E7.1	HG1441_PATCH	103165234	103166281
ENSG00000269065	ENST00000597247	LL0XNC01-116E7.4	HG1441_PATCH	103183028	103183946
ENSG00000269625	ENST00000598275	DPPA3P1	HG1441_PATCH	103216738	103217220
ENSG00000269625	ENST00000601625	DPPA3P1	HG1441_PATCH	103216738	103217220
ENSG00000267820	ENST00000598335	LL0XNC01-240C2.1	HG1441_PATCH	103230754	103231249
ENSG00000269518	ENST00000600861	AC234783.1	HG1441_PATCH	103331501	103331983
ENSG00000269092	ENST00000601200	CTD-2230M5.1	HG1462_PATCH	113625458	113625625
ENSG00000271556	ENST00000602991	CTD-2230M5.3	HG1462_PATCH	113625605	113626424
ENSG00000268796	ENST00000602018	SSU72P1	HG1462_PATCH	113627144	113627726
ENSG00000269461	ENST00000598645	RPL36AP53	HG1462_PATCH	113826090	113826405
ENSG00000268607	ENST00000598123	HSPA8P7	HG1462_PATCH	114011298	114013245
ENSG00000271212	ENST00000605556	RP11-810O3.2	HG1462_PATCH	114136829	114137044
ENSG00000268045	ENST00000594757	RP6-204F4.2	HG1462_PATCH	114300406	114301264
ENSG00000268715	ENST00000597722	YAP1P2	HG1462_PATCH	114305707	114306316
ENSG00000268014	ENST00000595614	RPL36P18	HG1462_PATCH	114434902	114435219
ENSG00000271069	ENST00000603940	RP5-878I13.2	HG1462_PATCH	114691203	114691664
ENSG00000271132	ENST00000605208	RP1-241P17.7	HG1462_PATCH	114896183	114896492
ENSG00000268727	ENST00000601598	ASS1P5	HG1462_PATCH	114901365	114902603
ENSG00000271915	ENST00000606625	EEF1GP5	HG1462_PATCH	114939281	114940590
ENSG00000269299	ENST00000600884	PGBD4P6	HG1458_PATCH	142431762	142432371
ENSG00000267967	ENST00000597117	MTND1P33	HG1458_PATCH	142520828	142521744
ENSG00000269864	ENST00000602180	RP5-1189K21.2	HG1458_PATCH	142522303	142523066
ENSG00000268526	ENST00000582116	HNRNPH1P2	HG1458_PATCH	142764939	142766148
ENSG00000269569	ENST00000595884	RP11-29O6.2	HG1458_PATCH	142894177	142894519
ENSG00000268718	ENST00000594185	RP1-169P22.2	HG1458_PATCH	143396620	143396866
ENSG00000267921	ENST00000596914	RRM2P4	HG1458_PATCH	143396918	143397479
ENSG00000268363	ENST00000598401	RP11-232D9.2	HG1490_PATCH	115803778	115814271
ENSG00000268703	ENST00000593930	RP11-232D9.4	HG1490_PATCH	115822838	115824153
ENSG00000269080	ENST00000600857	RP11-232D9.1	HG1490_PATCH	115882498	115882845
ENSG00000269183	ENST00000598888	AKR1B1P8	HG1463_PATCH	115159816	115160751
ENSG00000268389	ENST00000596197	API5P1	HG1463_PATCH	115223254	115224763
ENSG00000264145	ENST00000582255	DRD5P2	HG1287_PATCH	144135691	144138791
ENSG00000264145	ENST00000580954	DRD5P2	HG1287_PATCH	144135691	144138791
ENSG00000264145	ENST00000584652	DRD5P2	HG1287_PATCH	144135691	144138791
ENSG00000263534	ENST00000580985	RP11-744H18.1	HG1287_PATCH	144228183	144259249
ENSG00000266797	ENST00000584595	NBPF23	HG1287_PATCH	144281631	144322056
ENSG00000266797	ENST00000582794	NBPF23	HG1287_PATCH	144281631	144322056
ENSG00000268511	ENST00000597665	NCLP2	HG1443_HG1444_PATCH	134209166	134210627
ENSG00000269184	ENST00000599554	AC234771.3	HG1443_HG1444_PATCH	134253087	134253195
ENSG00000269156	ENST00000594918	AC234771.2	HG1443_HG1444_PATCH	134257270	134257630
ENSG00000268514	ENST00000599034	RP11-85L21.5	HG1443_HG1444_PATCH	134269179	134269800
ENSG00000268542	ENST00000597092	RP3-525N14.2	HG1442_PATCH	119336024	119336711
ENSG00000269500	ENST00000598617	EEF1A1P30	HG1442_PATCH	119344424	119346643
ENSG00000268848	ENST00000598169	RP13-565O16.2	HG1443_HG1444_PATCH	134314285	134328709
ENSG00000268600	ENST00000593763	RP13-210D15.1	HG1443_HG1444_PATCH	134335761	134349262
ENSG00000269833	ENST00000600161	RP13-210D15.6	HG1443_HG1444_PATCH	134370823	134371378
ENSG00000267899	ENST00000600401	CROCCP1	HG1443_HG1444_PATCH	134566989	134572663
ENSG00000271476	ENST00000605243	RP11-265D19.7	HG1443_HG1444_PATCH	134598358	134599513
ENSG00000268370	ENST00000596182	RP11-45J1.1	HG1442_PATCH	119407090	119407489
ENSG00000268345	ENST00000599294	RP11-432N13.2	HG1443_HG1444_PATCH	134717680	134719189
ENSG00000269251	ENST00000593465	RP11-432N13.3	HG1443_HG1444_PATCH	134732956	134749460
ENSG00000268825	ENST00000602231	RP11-432N13.4	HG1443_HG1444_PATCH	134807620	134820180
ENSG00000268449	ENST00000601873	RP13-36C9.4	HG1443_HG1444_PATCH	134864762	134866226
ENSG00000268233	ENST00000596059	RP13-36C9.5	HG1443_HG1444_PATCH	134885148	134886612
ENSG00000269017	ENST00000598257	RP11-97N5.2	HG1443_HG1444_PATCH	135076507	135081168
ENSG00000268807	ENST00000601936	GAPDHP67	HG1443_HG1444_PATCH	135211873	135212660
ENSG00000268893	ENST00000596408	RP11-274K13.5	HG1443_HG1444_PATCH	135231864	135232377
ENSG00000267856	ENST00000595076	RP3-507I15.1	HG1453_PATCH	140220643	140221339
ENSG00000268245	ENST00000593494	RBMX2P2	HG1453_PATCH	140343284	140346378
ENSG00000269108	ENST00000594007	GS1-164F24.1	HG1453_PATCH	140462988	140463272
ENSG00000269566	ENST00000600207	AC005000.4	HG1462_PATCH	114955250	114955835
ENSG00000265581	ENST00000582133	PFN1P12	HG1287_PATCH	144306409	144306942
ENSG00000265475	ENST00000582121	RP11-403I13.6	HG1287_PATCH	144452955	144455498
ENSG00000270979	ENST00000603828	RP11-403I13.10	HG1287_PATCH	144470791	144471086
ENSG00000265066	ENST00000581749	RP5-998N21.3	HG1287_PATCH	144532512	144532919
ENSG00000264363	ENST00000608534	HIST2H2BB	HG1287_PATCH	144561586	144591065
ENSG00000264363	ENST00000578435	HIST2H2BB	HG1287_PATCH	144561586	144591065
ENSG00000266434	ENST00000578514	RP5-998N21.8	HG1287_PATCH	144616409	144616797
ENSG00000263771	ENST00000583072	NKAIN1P1	HG1287_PATCH	144999835	145000416
ENSG00000265897	ENST00000578059	RP11-763B22.7	HG1287_PATCH	145010684	145011001
ENSG00000271112	ENST00000603977	RP11-666A1.7	HG1287_PATCH	145087484	145087770
ENSG00000266639	ENST00000580831	RP11-666A1.3	HG1287_PATCH	145105093	145105605
ENSG00000264033	ENST00000580855	PFN1P7	HG1287_PATCH	145129021	145129419
ENSG00000264805	ENST00000581186	RP11-666A1.4	HG1287_PATCH	145158950	145161205
ENSG00000265797	ENST00000578863	SRGAP2B	HG1287_PATCH	145601107	145781943
ENSG00000265797	ENST00000580593	SRGAP2B	HG1287_PATCH	145601107	145781943
ENSG00000265797	ENST00000584293	SRGAP2B	HG1287_PATCH	145601107	145781943
ENSG00000265797	ENST00000578880	SRGAP2B	HG1287_PATCH	145601107	145781943
ENSG00000270206	ENST00000605050	RP3-365I19.2	HG1287_PATCH	145651440	145651550
ENSG00000265937	ENST00000579101	RP11-289I10.2	HG1287_PATCH	145919250	145919953
ENSG00000265937	ENST00000582321	RP11-289I10.2	HG1287_PATCH	145919250	145919953
ENSG00000270363	ENST00000604821	RP11-289I10.3	HG1287_PATCH	145956019	145956305
ENSG00000271372	ENST00000582904	PFN1P3	HG1287_PATCH	146094187	146094588
ENSG00000265348	ENST00000581630	HYDIN2	HG1287_PATCH	147561736	147600709
ENSG00000265348	ENST00000582785	HYDIN2	HG1287_PATCH	147561736	147600709
ENSG00000265348	ENST00000583317	HYDIN2	HG1287_PATCH	147561736	147600709
ENSG00000268094	ENST00000600701	PFN1P8	HG1287_PATCH	147643532	147644074
ENSG00000264639	ENST00000578219	NBPF13P	HG1287_PATCH	147705751	147810940
ENSG00000264639	ENST00000583851	NBPF13P	HG1287_PATCH	147705751	147810940
ENSG00000266845	ENST00000577792	RP11-325P15.1	HG1287_PATCH	147737232	147738896
ENSG00000263915	ENST00000583853	RP11-325P15.2	HG1287_PATCH	147768753	147769993
ENSG00000265196	ENST00000579709	PDIA3P1	HG1287_PATCH	147864528	147866042
ENSG00000265196	ENST00000579653	PDIA3P1	HG1287_PATCH	147864528	147866042
ENSG00000263665	ENST00000581270	CCT8P1	HG1287_PATCH	147889691	147891347
ENSG00000264117	ENST00000578140	RP11-337C18.7	HG1287_PATCH	147909969	147910763
ENSG00000264481	ENST00000584161	RP11-337C18.4	HG1287_PATCH	148005525	148006639
ENSG00000264154	ENST00000581791	OR13Z1P	HG1287_PATCH	148105465	148106298
ENSG00000271719	ENST00000607843	OR13Z2P	HG1287_PATCH	148131994	148132548
ENSG00000271928	ENST00000606423	OR13Z3P	HG1287_PATCH	148168653	148169043
ENSG00000264011	ENST00000577283	RP11-314N2.2	HG1287_PATCH	148527377	148528774
ENSG00000265609	ENST00000580144	PDZK1P2	HG1287_PATCH	148680716	148696007
ENSG00000270738	ENST00000584062	PFN1P4	HG1287_PATCH	148815912	148816313
ENSG00000263366	ENST00000580133	ABHD17AP1	HG1287_PATCH	148832809	148835981
ENSG00000265449	ENST00000578261	RP11-301M17.2	HG1287_PATCH	148920716	148920750
ENSG00000266681	ENST00000581465	RP11-301M17.1	HG1287_PATCH	148932584	148933100
ENSG00000263469	ENST00000578732	RP11-495P10.9	HG1287_PATCH	148974416	148975366
ENSG00000266842	ENST00000579087	RP11-495P10.4	HG1287_PATCH	149004098	149004428
ENSG00000265464	ENST00000577993	RP11-495P10.10	HG1287_PATCH	149121520	149123341
ENSG00000270746	ENST00000605065	RP4-725K1.1	HG1287_PATCH	149482212	149482740
ENSG00000266350	ENST00000579144	WI2-1896O14.1	HG1287_PATCH	149884411	149887505
ENSG00000266394	ENST00000584267	RP11-196G18.1	HG1287_PATCH	150440716	150441125
ENSG00000269861	ENST00000578308	HIST2H2BD	HG1287_PATCH	150529456	150529948
ENSG00000269488	ENST00000584231	HIST2H2BC	HG1287_PATCH	150536608	150537187
ENSG00000264738	ENST00000580131	RP11-458I7.1	HG1287_PATCH	150740279	150741449
ENSG00000270357	ENST00000605803	RPS20P33	HG1592_PATCH	105840955	105841308
ENSG00000270943	ENST00000605077	AL928654.2	HG1592_PATCH	105861979	105862477
ENSG00000270545	ENST00000603925	ATP5G1P1	HG1592_PATCH	106003198	106003576
ENSG00000270707	ENST00000604326	ELK2BP	HG1592_PATCH	106012947	106016031
ENSG00000271411	ENST00000603250	IGHGP	HG1592_PATCH	106130970	106136180
ENSG00000270737	ENST00000603754	ELK2AP	HG1592_PATCH	106138645	106139651
ENSG00000270715	ENST00000605246	IGHEP1	HG1592_PATCH	106185955	106188864
ENSG00000270715	ENST00000604835	IGHEP1	HG1592_PATCH	106185955	106188864
ENSG00000271282	ENST00000604964	RP11-417P24.1	HG1592_PATCH	106251842	106252168
ENSG00000271258	ENST00000605523	IGHJ3P	HG1592_PATCH	106329753	106329802
ENSG00000270345	ENST00000605654	IGHJ2P	HG1592_PATCH	106331130	106331189
ENSG00000270940	ENST00000603923	IGHJ1P	HG1592_PATCH	106331961	106332015
ENSG00000271577	ENST00000605868	IGHVII-1-1	HG1592_PATCH	106411547	106411726
ENSG00000270224	ENST00000605436	AB019441.29	HG1592_PATCH	106444857	106445483
ENSG00000270636	ENST00000603041	IGHVIII-2-1	HG1592_PATCH	106467871	106468161
ENSG00000270600	ENST00000604402	IGHVIII-5-1	HG1592_PATCH	106506003	106506101
ENSG00000270877	ENST00000605878	IGHVIII-5-2	HG1592_PATCH	106511937	106512197
ENSG00000270609	ENST00000605773	IGHV3-6	HG1592_PATCH	106521886	106522335
ENSG00000270417	ENST00000605821	IGHVIII-11-1	HG1592_PATCH	106586544	106586810
ENSG00000271574	ENST00000604789	IGHV1-12	HG1592_PATCH	106588757	106589046
ENSG00000270873	ENST00000603856	IGHVIII-13-1	HG1592_PATCH	106608624	106608914
ENSG00000271274	ENST00000604483	IGHV1-14	HG1592_PATCH	106612228	106612468
ENSG00000271497	ENST00000605268	IGHVII-15-1	HG1592_PATCH	106629920	106630139
ENSG00000270373	ENST00000604492	IGHV1-17	HG1592_PATCH	106640679	106641097
